# phase src dst weight
41 21 34 2.00000000
41 21 35 2.00000000
41 21 36 2.00000000
41 21 37 2.00000000
41 21 42 2.00000000
41 21 43 2.00000000
41 21 44 2.00000000
41 21 45 2.00000000
41 22 35 2.00000000
41 22 36 2.00000000
41 22 37 2.00000000
41 22 38 2.00000000
41 22 43 2.00000000
41 22 44 2.00000000
41 22 45 2.00000000
41 22 46 2.00000000
41 23 36 2.00000000
41 23 37 2.00000000
41 23 38 2.00000000
41 23 39 2.00000000
41 23 44 2.00000000
41 23 45 2.00000000
41 23 46 2.00000000
41 23 47 2.00000000
41 24 45 1.00000000
41 24 46 1.00000000
41 24 47 1.00000000
41 24 48 2.00000000
41 24 53 2.00000000
41 24 54 2.00000000
41 24 55 2.00000000
41 24 56 2.00000000
41 24 61 1.00000000
41 24 62 1.00000000
41 24 63 1.00000000
41 25 46 1.00000000
41 25 47 1.00000000
41 25 48 2.00000000
41 25 49 2.00000000
41 25 54 2.00000000
41 25 55 2.00000000
41 25 56 2.00000000
41 25 57 2.00000000
41 25 62 1.00000000
41 25 63 1.00000000
41 26 47 1.00000000
41 26 48 2.00000000
41 26 49 2.00000000
41 26 50 2.00000000
41 26 55 2.00000000
41 26 56 2.00000000
41 26 57 2.00000000
41 26 58 2.00000000
41 26 63 1.00000000
41 27 48 2.00000000
41 27 49 2.00000000
41 27 50 2.00000000
41 27 51 2.00000000
41 27 56 2.00000000
41 27 57 2.00000000
41 27 58 2.00000000
41 27 59 2.00000000
41 28 49 2.00000000
41 28 50 2.00000000
41 28 51 2.00000000
41 28 52 2.00000000
41 28 57 2.00000000
41 28 58 2.00000000
41 28 59 2.00000000
41 28 60 2.00000000
41 29 50 2.00000000
41 29 51 2.00000000
41 29 52 2.00000000
41 29 53 2.00000000
41 29 58 2.00000000
41 29 59 2.00000000
41 29 60 2.00000000
41 29 61 2.00000000
41 30 51 2.00000000
41 30 52 2.00000000
41 30 53 2.00000000
41 30 54 2.00000000
41 30 59 2.00000000
41 30 60 2.00000000
41 30 61 2.00000000
41 30 62 2.00000000
41 31 52 2.00000000
41 31 53 2.00000000
41 31 54 2.00000000
41 31 55 2.00000000
41 31 60 2.00000000
41 31 61 2.00000000
41 31 62 2.00000000
41 31 63 2.00000000
41 32 32 0.10000000
41 32 61 1.00000000
41 32 62 1.00000000
41 32 63 1.00000000
41 33 33 0.10000000
41 33 62 1.00000000
41 33 63 1.00000000
41 34 34 0.10000000
41 34 63 1.00000000
41 35 35 0.10000000
41 36 36 0.10000000
41 37 37 0.10000000
41 38 38 0.10000000
41 39 39 0.10000000
41 40 40 0.10000000
41 41 41 0.10000000
41 42 42 0.10000000
41 43 43 0.10000000
41 44 44 0.10000000
41 45 45 0.10000000
41 46 46 0.10000000
41 47 47 0.10000000
41 48 48 0.10000000
41 49 49 0.10000000
41 50 50 0.10000000
41 51 51 0.10000000
41 52 52 0.10000000
41 53 53 0.10000000
41 54 54 0.10000000
41 55 55 0.10000000
41 56 56 0.10000000
41 57 57 0.10000000
41 58 58 0.10000000
41 59 59 0.10000000
41 60 60 0.10000000
41 61 61 0.10000000
41 62 62 0.10000000
41 63 63 0.10000000
42 0 0 0.10000000
42 1 1 0.10000000
42 2 2 0.10000000
42 3 3 0.10000000
42 4 4 0.10000000
42 5 5 0.10000000
42 6 6 0.10000000
42 7 7 0.10000000
42 8 8 0.10000000
42 9 9 0.10000000
42 10 10 0.10000000
42 11 11 0.10000000
42 12 12 0.10000000
42 13 13 0.10000000
42 14 14 0.10000000
42 15 15 0.10000000
42 16 16 0.10000000
42 17 17 0.10000000
42 18 18 0.10000000
42 19 19 0.10000000
42 20 20 0.10000000
42 21 21 0.10000000
42 22 22 0.10000000
42 23 23 0.10000000
42 24 24 0.10000000
42 25 25 0.10000000
42 26 26 0.10000000
42 27 27 0.10000000
42 28 28 0.10000000
42 29 29 0.10000000
42 30 30 0.10000000
42 31 31 0.10000000
42 32 0 2.00000000
42 32 5 2.00000000
42 32 6 2.00000000
42 32 7 2.00000000
42 32 8 2.00000000
42 32 13 1.00000000
42 32 14 1.00000000
42 32 15 1.00000000
42 33 0 2.00000000
42 33 1 2.00000000
42 33 6 2.00000000
42 33 7 2.00000000
42 33 8 2.00000000
42 33 9 2.00000000
42 33 14 1.00000000
42 33 15 1.00000000
42 34 0 2.00000000
42 34 1 2.00000000
42 34 2 2.00000000
42 34 7 2.00000000
42 34 8 2.00000000
42 34 9 2.00000000
42 34 10 2.00000000
42 34 15 1.00000000
42 35 0 2.00000000
42 35 1 2.00000000
42 35 2 2.00000000
42 35 3 2.00000000
42 35 8 2.00000000
42 35 9 2.00000000
42 35 10 2.00000000
42 35 11 2.00000000
42 36 1 2.00000000
42 36 2 2.00000000
42 36 3 2.00000000
42 36 4 2.00000000
42 36 9 2.00000000
42 36 10 2.00000000
42 36 11 2.00000000
42 36 12 2.00000000
42 37 2 2.00000000
42 37 3 2.00000000
42 37 4 2.00000000
42 37 5 2.00000000
42 37 10 2.00000000
42 37 11 2.00000000
42 37 12 2.00000000
42 37 13 2.00000000
42 38 3 2.00000000
42 38 4 2.00000000
42 38 5 2.00000000
42 38 6 2.00000000
42 38 11 2.00000000
42 38 12 2.00000000
42 38 13 2.00000000
42 38 14 2.00000000
42 39 4 2.00000000
42 39 5 2.00000000
42 39 6 2.00000000
42 39 7 2.00000000
42 39 12 2.00000000
42 39 13 2.00000000
42 39 14 2.00000000
42 39 15 2.00000000
42 40 13 1.00000000
42 40 14 1.00000000
42 40 15 1.00000000
42 40 16 2.00000000
42 40 21 2.00000000
42 40 22 2.00000000
42 40 23 2.00000000
42 40 24 2.00000000
42 40 29 1.00000000
42 40 30 1.00000000
42 40 31 1.00000000
42 41 14 1.00000000
42 41 15 1.00000000
42 41 16 2.00000000
42 41 17 2.00000000
42 41 22 2.00000000
42 41 23 2.00000000
42 41 24 2.00000000
42 41 25 2.00000000
42 41 30 1.00000000
42 41 31 1.00000000
42 42 15 1.00000000
42 42 16 2.00000000
42 42 17 2.00000000
42 42 18 2.00000000
42 42 23 2.00000000
42 42 24 2.00000000
42 42 25 2.00000000
42 42 26 2.00000000
42 42 31 1.00000000
42 43 16 2.00000000
42 43 17 2.00000000
42 43 18 2.00000000
42 43 19 2.00000000
42 43 24 2.00000000
42 43 25 2.00000000
42 43 26 2.00000000
42 43 27 2.00000000
42 44 17 2.00000000
42 44 18 2.00000000
42 44 19 2.00000000
42 44 20 2.00000000
42 44 25 2.00000000
42 44 26 2.00000000
42 44 27 2.00000000
42 44 28 2.00000000
42 45 18 2.00000000
42 45 19 2.00000000
42 45 20 2.00000000
42 45 21 2.00000000
42 45 26 2.00000000
42 45 27 2.00000000
42 45 28 2.00000000
42 45 29 2.00000000
42 46 19 2.00000000
42 46 20 2.00000000
42 46 21 2.00000000
42 46 22 2.00000000
42 46 27 2.00000000
42 46 28 2.00000000
42 46 29 2.00000000
42 46 30 2.00000000
42 47 20 2.00000000
42 47 21 2.00000000
42 47 22 2.00000000
42 47 23 2.00000000
42 47 28 2.00000000
42 47 29 2.00000000
42 47 30 2.00000000
42 47 31 2.00000000
42 48 29 1.00000000
42 48 30 1.00000000
42 48 31 1.00000000
42 49 30 1.00000000
42 49 31 1.00000000
42 50 31 1.00000000
43 0 61 1.00000000
43 0 62 1.00000000
43 0 63 1.00000000
43 1 62 1.00000000
43 1 63 1.00000000
43 2 63 1.00000000
43 32 32 0.10000000
43 33 33 0.10000000
43 34 34 0.10000000
43 35 35 0.10000000
43 36 36 0.10000000
43 37 37 0.10000000
43 38 38 0.10000000
43 39 39 0.10000000
43 40 40 0.10000000
43 41 41 0.10000000
43 42 42 0.10000000
43 43 43 0.10000000
43 44 44 0.10000000
43 45 45 0.10000000
43 46 46 0.10000000
43 47 47 0.10000000
43 48 32 2.00000000
43 48 37 2.00000000
43 48 38 2.00000000
43 48 39 2.00000000
43 48 40 2.00000000
43 48 45 1.00000000
43 48 46 1.00000000
43 48 47 1.00000000
43 48 48 0.10000000
43 49 32 2.00000000
43 49 33 2.00000000
43 49 38 2.00000000
43 49 39 2.00000000
43 49 40 2.00000000
43 49 41 2.00000000
43 49 46 1.00000000
43 49 47 1.00000000
43 49 49 0.10000000
43 50 32 2.00000000
43 50 33 2.00000000
43 50 34 2.00000000
43 50 39 2.00000000
43 50 40 2.00000000
43 50 41 2.00000000
43 50 42 2.00000000
43 50 47 1.00000000
43 50 50 0.10000000
43 51 32 2.00000000
43 51 33 2.00000000
43 51 34 2.00000000
43 51 35 2.00000000
43 51 40 2.00000000
43 51 41 2.00000000
43 51 42 2.00000000
43 51 43 2.00000000
43 51 51 0.10000000
43 52 33 2.00000000
43 52 34 2.00000000
43 52 35 2.00000000
43 52 36 2.00000000
43 52 41 2.00000000
43 52 42 2.00000000
43 52 43 2.00000000
43 52 44 2.00000000
43 52 52 0.10000000
43 53 34 2.00000000
43 53 35 2.00000000
43 53 36 2.00000000
43 53 37 2.00000000
43 53 42 2.00000000
43 53 43 2.00000000
43 53 44 2.00000000
43 53 45 2.00000000
43 53 53 0.10000000
43 54 35 2.00000000
43 54 36 2.00000000
43 54 37 2.00000000
43 54 38 2.00000000
43 54 43 2.00000000
43 54 44 2.00000000
43 54 45 2.00000000
43 54 46 2.00000000
43 54 54 0.10000000
43 55 36 2.00000000
43 55 37 2.00000000
43 55 38 2.00000000
43 55 39 2.00000000
43 55 44 2.00000000
43 55 45 2.00000000
43 55 46 2.00000000
43 55 47 2.00000000
43 55 55 0.10000000
43 56 45 1.00000000
43 56 46 1.00000000
43 56 47 1.00000000
43 56 48 2.00000000
43 56 53 2.00000000
43 56 54 2.00000000
43 56 55 2.00000000
43 56 56 2.10000000
43 56 61 1.00000000
43 56 62 1.00000000
43 56 63 1.00000000
43 57 46 1.00000000
43 57 47 1.00000000
43 57 48 2.00000000
43 57 49 2.00000000
43 57 54 2.00000000
43 57 55 2.00000000
43 57 56 2.00000000
43 57 57 2.10000000
43 57 62 1.00000000
43 57 63 1.00000000
43 58 47 1.00000000
43 58 48 2.00000000
43 58 49 2.00000000
43 58 50 2.00000000
43 58 55 2.00000000
43 58 56 2.00000000
43 58 57 2.00000000
43 58 58 2.10000000
43 58 63 1.00000000
43 59 48 2.00000000
43 59 49 2.00000000
43 59 50 2.00000000
43 59 51 2.00000000
43 59 56 2.00000000
43 59 57 2.00000000
43 59 58 2.00000000
43 59 59 2.10000000
43 60 49 2.00000000
43 60 50 2.00000000
43 60 51 2.00000000
43 60 52 2.00000000
43 60 57 2.00000000
43 60 58 2.00000000
43 60 59 2.00000000
43 60 60 2.10000000
43 61 50 2.00000000
43 61 51 2.00000000
43 61 52 2.00000000
43 61 53 2.00000000
43 61 58 2.00000000
43 61 59 2.00000000
43 61 60 2.00000000
43 61 61 2.10000000
43 62 51 2.00000000
43 62 52 2.00000000
43 62 53 2.00000000
43 62 54 2.00000000
43 62 59 2.00000000
43 62 60 2.00000000
43 62 61 2.00000000
43 62 62 2.10000000
43 63 52 2.00000000
43 63 53 2.00000000
43 63 54 2.00000000
43 63 55 2.00000000
43 63 60 2.00000000
43 63 61 2.00000000
43 63 62 2.00000000
43 63 63 2.10000000
44 0 0 2.10000000
44 0 5 2.00000000
44 0 6 2.00000000
44 0 7 2.00000000
44 0 8 2.00000000
44 0 13 1.00000000
44 0 14 1.00000000
44 0 15 1.00000000
44 1 0 2.00000000
44 1 1 2.10000000
44 1 6 2.00000000
44 1 7 2.00000000
44 1 8 2.00000000
44 1 9 2.00000000
44 1 14 1.00000000
44 1 15 1.00000000
44 2 0 2.00000000
44 2 1 2.00000000
44 2 2 2.10000000
44 2 7 2.00000000
44 2 8 2.00000000
44 2 9 2.00000000
44 2 10 2.00000000
44 2 15 1.00000000
44 3 0 2.00000000
44 3 1 2.00000000
44 3 2 2.00000000
44 3 3 2.10000000
44 3 8 2.00000000
44 3 9 2.00000000
44 3 10 2.00000000
44 3 11 2.00000000
44 4 1 2.00000000
44 4 2 2.00000000
44 4 3 2.00000000
44 4 4 2.10000000
44 4 9 2.00000000
44 4 10 2.00000000
44 4 11 2.00000000
44 4 12 2.00000000
44 5 2 2.00000000
44 5 3 2.00000000
44 5 4 2.00000000
44 5 5 2.10000000
44 5 10 2.00000000
44 5 11 2.00000000
44 5 12 2.00000000
44 5 13 2.00000000
44 6 3 2.00000000
44 6 4 2.00000000
44 6 5 2.00000000
44 6 6 2.10000000
44 6 11 2.00000000
44 6 12 2.00000000
44 6 13 2.00000000
44 6 14 2.00000000
44 7 4 2.00000000
44 7 5 2.00000000
44 7 6 2.00000000
44 7 7 2.10000000
44 7 12 2.00000000
44 7 13 2.00000000
44 7 14 2.00000000
44 7 15 2.00000000
44 8 8 0.10000000
44 8 13 1.00000000
44 8 14 1.00000000
44 8 15 1.00000000
44 8 16 2.00000000
44 8 21 2.00000000
44 8 22 2.00000000
44 8 23 2.00000000
44 8 24 2.00000000
44 8 29 1.00000000
44 8 30 1.00000000
44 8 31 1.00000000
44 9 9 0.10000000
44 9 14 1.00000000
44 9 15 1.00000000
44 9 16 2.00000000
44 9 17 2.00000000
44 9 22 2.00000000
44 9 23 2.00000000
44 9 24 2.00000000
44 9 25 2.00000000
44 9 30 1.00000000
44 9 31 1.00000000
44 10 10 0.10000000
44 10 15 1.00000000
44 10 16 2.00000000
44 10 17 2.00000000
44 10 18 2.00000000
44 10 23 2.00000000
44 10 24 2.00000000
44 10 25 2.00000000
44 10 26 2.00000000
44 10 31 1.00000000
44 11 11 0.10000000
44 11 16 2.00000000
44 11 17 2.00000000
44 11 18 2.00000000
44 11 19 2.00000000
44 11 24 2.00000000
44 11 25 2.00000000
44 11 26 2.00000000
44 11 27 2.00000000
44 12 12 0.10000000
44 12 17 2.00000000
44 12 18 2.00000000
44 12 19 2.00000000
44 12 20 2.00000000
44 12 25 2.00000000
44 12 26 2.00000000
44 12 27 2.00000000
44 12 28 2.00000000
44 13 13 0.10000000
44 13 18 2.00000000
44 13 19 2.00000000
44 13 20 2.00000000
44 13 21 2.00000000
44 13 26 2.00000000
44 13 27 2.00000000
44 13 28 2.00000000
44 13 29 2.00000000
44 14 14 0.10000000
44 14 19 2.00000000
44 14 20 2.00000000
44 14 21 2.00000000
44 14 22 2.00000000
44 14 27 2.00000000
44 14 28 2.00000000
44 14 29 2.00000000
44 14 30 2.00000000
44 15 15 0.10000000
44 15 20 2.00000000
44 15 21 2.00000000
44 15 22 2.00000000
44 15 23 2.00000000
44 15 28 2.00000000
44 15 29 2.00000000
44 15 30 2.00000000
44 15 31 2.00000000
44 16 16 0.10000000
44 16 29 1.00000000
44 16 30 1.00000000
44 16 31 1.00000000
44 17 17 0.10000000
44 17 30 1.00000000
44 17 31 1.00000000
44 18 18 0.10000000
44 18 31 1.00000000
44 19 19 0.10000000
44 20 20 0.10000000
44 21 21 0.10000000
44 22 22 0.10000000
44 23 23 0.10000000
44 24 24 0.10000000
44 25 25 0.10000000
44 26 26 0.10000000
44 27 27 0.10000000
44 28 28 0.10000000
44 29 29 0.10000000
44 30 30 0.10000000
44 31 31 0.10000000
45 16 32 2.00000000
45 16 37 2.00000000
45 16 38 2.00000000
45 16 39 2.00000000
45 16 40 2.00000000
45 16 45 1.00000000
45 16 46 1.00000000
45 16 47 1.00000000
45 17 32 2.00000000
45 17 33 2.00000000
45 17 38 2.00000000
45 17 39 2.00000000
45 17 40 2.00000000
45 17 41 2.00000000
45 17 46 1.00000000
45 17 47 1.00000000
45 18 32 2.00000000
45 18 33 2.00000000
45 18 34 2.00000000
45 18 39 2.00000000
45 18 40 2.00000000
45 18 41 2.00000000
45 18 42 2.00000000
45 18 47 1.00000000
45 19 32 2.00000000
45 19 33 2.00000000
45 19 34 2.00000000
45 19 35 2.00000000
45 19 40 2.00000000
45 19 41 2.00000000
45 19 42 2.00000000
45 19 43 2.00000000
45 20 33 2.00000000
45 20 34 2.00000000
45 20 35 2.00000000
45 20 36 2.00000000
45 20 41 2.00000000
45 20 42 2.00000000
45 20 43 2.00000000
45 20 44 2.00000000
45 21 34 2.00000000
45 21 35 2.00000000
45 21 36 2.00000000
45 21 37 2.00000000
45 21 42 2.00000000
45 21 43 2.00000000
45 21 44 2.00000000
45 21 45 2.00000000
45 22 35 2.00000000
45 22 36 2.00000000
45 22 37 2.00000000
45 22 38 2.00000000
45 22 43 2.00000000
45 22 44 2.00000000
45 22 45 2.00000000
45 22 46 2.00000000
45 23 36 2.00000000
45 23 37 2.00000000
45 23 38 2.00000000
45 23 39 2.00000000
45 23 44 2.00000000
45 23 45 2.00000000
45 23 46 2.00000000
45 23 47 2.00000000
45 24 45 1.00000000
45 24 46 1.00000000
45 24 47 1.00000000
45 24 48 2.00000000
45 24 53 2.00000000
45 24 54 2.00000000
45 24 55 2.00000000
45 24 56 2.00000000
45 24 61 1.00000000
45 24 62 1.00000000
45 24 63 1.00000000
45 25 46 1.00000000
45 25 47 1.00000000
45 25 48 2.00000000
45 25 49 2.00000000
45 25 54 2.00000000
45 25 55 2.00000000
45 25 56 2.00000000
45 25 57 2.00000000
45 25 62 1.00000000
45 25 63 1.00000000
45 26 47 1.00000000
45 26 48 2.00000000
45 26 49 2.00000000
45 26 50 2.00000000
45 26 55 2.00000000
45 26 56 2.00000000
45 26 57 2.00000000
45 26 58 2.00000000
45 26 63 1.00000000
45 27 48 2.00000000
45 27 49 2.00000000
45 27 50 2.00000000
45 27 51 2.00000000
45 27 56 2.00000000
45 27 57 2.00000000
45 27 58 2.00000000
45 27 59 2.00000000
45 28 49 2.00000000
45 28 50 2.00000000
45 28 51 2.00000000
45 28 52 2.00000000
45 28 57 2.00000000
45 28 58 2.00000000
45 28 59 2.00000000
45 28 60 2.00000000
45 29 50 2.00000000
45 29 51 2.00000000
45 29 52 2.00000000
45 29 53 2.00000000
45 29 58 2.00000000
45 29 59 2.00000000
45 29 60 2.00000000
45 29 61 2.00000000
45 30 51 2.00000000
45 30 52 2.00000000
45 30 53 2.00000000
45 30 54 2.00000000
45 30 59 2.00000000
45 30 60 2.00000000
45 30 61 2.00000000
45 30 62 2.00000000
45 31 52 2.00000000
45 31 53 2.00000000
45 31 54 2.00000000
45 31 55 2.00000000
45 31 60 2.00000000
45 31 61 2.00000000
45 31 62 2.00000000
45 31 63 2.00000000
45 32 32 0.10000000
45 32 61 1.00000000
45 32 62 1.00000000
45 32 63 1.00000000
45 33 33 0.10000000
45 33 62 1.00000000
45 33 63 1.00000000
45 34 34 0.10000000
45 34 63 1.00000000
45 35 35 0.10000000
45 36 36 0.10000000
45 37 37 0.10000000
45 38 38 0.10000000
45 39 39 0.10000000
45 40 40 0.10000000
45 41 41 0.10000000
45 42 42 0.10000000
45 43 43 0.10000000
45 44 44 0.10000000
45 45 45 0.10000000
45 46 46 0.10000000
45 47 47 0.10000000
45 48 48 0.10000000
45 49 49 0.10000000
45 50 50 0.10000000
45 51 51 0.10000000
45 52 52 0.10000000
45 53 53 0.10000000
45 54 54 0.10000000
45 55 55 0.10000000
45 56 56 0.10000000
45 57 57 0.10000000
45 58 58 0.10000000
45 59 59 0.10000000
45 60 60 0.10000000
45 61 61 0.10000000
45 62 62 0.10000000
45 63 63 0.10000000
46 0 0 0.10000000
46 1 1 0.10000000
46 2 2 0.10000000
46 3 3 0.10000000
46 4 4 0.10000000
46 5 5 0.10000000
46 6 6 0.10000000
46 7 7 0.10000000
46 8 8 0.10000000
46 9 9 0.10000000
46 10 10 0.10000000
46 11 11 0.10000000
46 12 12 0.10000000
46 13 13 0.10000000
46 14 14 0.10000000
46 15 15 0.10000000
46 16 16 0.10000000
46 17 17 0.10000000
46 18 18 0.10000000
46 19 19 0.10000000
46 20 20 0.10000000
46 21 21 0.10000000
46 22 22 0.10000000
46 23 23 0.10000000
46 24 24 0.10000000
46 25 25 0.10000000
46 26 26 0.10000000
46 27 27 0.10000000
46 28 28 0.10000000
46 29 29 0.10000000
46 30 30 0.10000000
46 31 31 0.10000000
46 32 0 2.00000000
46 32 5 2.00000000
46 32 6 2.00000000
46 32 7 2.00000000
46 32 8 2.00000000
46 32 13 1.00000000
46 32 14 1.00000000
46 32 15 1.00000000
46 33 0 2.00000000
46 33 1 2.00000000
46 33 6 2.00000000
46 33 7 2.00000000
46 33 8 2.00000000
46 33 9 2.00000000
46 33 14 1.00000000
46 33 15 1.00000000
46 34 0 2.00000000
46 34 1 2.00000000
46 34 2 2.00000000
46 34 7 2.00000000
46 34 8 2.00000000
46 34 9 2.00000000
46 34 10 2.00000000
46 34 15 1.00000000
46 35 0 2.00000000
46 35 1 2.00000000
46 35 2 2.00000000
46 35 3 2.00000000
46 35 8 2.00000000
46 35 9 2.00000000
46 35 10 2.00000000
46 35 11 2.00000000
46 36 1 2.00000000
46 36 2 2.00000000
46 36 3 2.00000000
46 36 4 2.00000000
46 36 9 2.00000000
46 36 10 2.00000000
46 36 11 2.00000000
46 36 12 2.00000000
46 37 2 2.00000000
46 37 3 2.00000000
46 37 4 2.00000000
46 37 5 2.00000000
46 37 10 2.00000000
46 37 11 2.00000000
46 37 12 2.00000000
46 37 13 2.00000000
46 38 3 2.00000000
46 38 4 2.00000000
46 38 5 2.00000000
46 38 6 2.00000000
46 38 11 2.00000000
46 38 12 2.00000000
46 38 13 2.00000000
46 38 14 2.00000000
46 39 4 2.00000000
46 39 5 2.00000000
46 39 6 2.00000000
46 39 7 2.00000000
46 39 12 2.00000000
46 39 13 2.00000000
46 39 14 2.00000000
46 39 15 2.00000000
46 40 13 1.00000000
46 40 14 1.00000000
46 40 15 1.00000000
46 40 16 2.00000000
46 40 21 2.00000000
46 40 22 2.00000000
46 40 23 2.00000000
46 40 24 2.00000000
46 40 29 1.00000000
46 40 30 1.00000000
46 40 31 1.00000000
46 41 14 1.00000000
46 41 15 1.00000000
46 41 16 2.00000000
46 41 17 2.00000000
46 41 22 2.00000000
46 41 23 2.00000000
46 41 24 2.00000000
46 41 25 2.00000000
46 41 30 1.00000000
46 41 31 1.00000000
46 42 15 1.00000000
46 42 16 2.00000000
46 42 17 2.00000000
46 42 18 2.00000000
46 42 23 2.00000000
46 42 24 2.00000000
46 42 25 2.00000000
46 42 26 2.00000000
46 42 31 1.00000000
46 43 16 2.00000000
46 43 17 2.00000000
46 43 18 2.00000000
46 43 19 2.00000000
46 43 24 2.00000000
46 43 25 2.00000000
46 43 26 2.00000000
46 43 27 2.00000000
46 44 17 2.00000000
46 44 18 2.00000000
46 44 19 2.00000000
46 44 20 2.00000000
46 44 25 2.00000000
46 44 26 2.00000000
46 44 27 2.00000000
46 44 28 2.00000000
46 45 18 2.00000000
46 45 19 2.00000000
46 45 20 2.00000000
46 45 21 2.00000000
46 45 26 2.00000000
46 45 27 2.00000000
46 45 28 2.00000000
46 45 29 2.00000000
46 46 19 2.00000000
46 46 20 2.00000000
46 46 21 2.00000000
46 46 22 2.00000000
46 46 27 2.00000000
46 46 28 2.00000000
46 46 29 2.00000000
46 46 30 2.00000000
46 47 20 2.00000000
46 47 21 2.00000000
46 47 22 2.00000000
46 47 23 2.00000000
46 47 28 2.00000000
46 47 29 2.00000000
46 47 30 2.00000000
46 47 31 2.00000000
46 48 29 1.00000000
46 48 30 1.00000000
46 48 31 1.00000000
46 49 30 1.00000000
46 49 31 1.00000000
46 50 31 1.00000000
47 0 61 1.00000000
47 0 62 1.00000000
47 0 63 1.00000000
47 1 62 1.00000000
47 1 63 1.00000000
47 2 63 1.00000000
47 32 32 0.10000000
47 33 33 0.10000000
47 34 34 0.10000000
47 35 35 0.10000000
47 36 36 0.10000000
47 37 37 0.10000000
47 38 38 0.10000000
47 39 39 0.10000000
47 40 40 0.10000000
47 41 41 0.10000000
47 42 42 0.10000000
47 43 43 0.10000000
47 44 44 0.10000000
47 45 45 0.10000000
47 46 46 0.10000000
47 47 47 0.10000000
47 48 32 2.00000000
47 48 37 2.00000000
47 48 38 2.00000000
47 48 39 2.00000000
47 48 40 2.00000000
47 48 45 1.00000000
47 48 46 1.00000000
47 48 47 1.00000000
47 48 48 0.10000000
47 49 32 2.00000000
47 49 33 2.00000000
47 49 38 2.00000000
47 49 39 2.00000000
47 49 40 2.00000000
47 49 41 2.00000000
47 49 46 1.00000000
47 49 47 1.00000000
47 49 49 0.10000000
47 50 32 2.00000000
47 50 33 2.00000000
47 50 34 2.00000000
47 50 39 2.00000000
47 50 40 2.00000000
47 50 41 2.00000000
47 50 42 2.00000000
47 50 47 1.00000000
47 50 50 0.10000000
47 51 32 2.00000000
47 51 33 2.00000000
47 51 34 2.00000000
47 51 35 2.00000000
47 51 40 2.00000000
47 51 41 2.00000000
47 51 42 2.00000000
47 51 43 2.00000000
47 51 51 0.10000000
47 52 33 2.00000000
47 52 34 2.00000000
47 52 35 2.00000000
47 52 36 2.00000000
47 52 41 2.00000000
47 52 42 2.00000000
47 52 43 2.00000000
47 52 44 2.00000000
47 52 52 0.10000000
47 53 34 2.00000000
47 53 35 2.00000000
47 53 36 2.00000000
47 53 37 2.00000000
47 53 42 2.00000000
47 53 43 2.00000000
47 53 44 2.00000000
47 53 45 2.00000000
47 53 53 0.10000000
47 54 35 2.00000000
47 54 36 2.00000000
47 54 37 2.00000000
47 54 38 2.00000000
47 54 43 2.00000000
47 54 44 2.00000000
47 54 45 2.00000000
47 54 46 2.00000000
47 54 54 0.10000000
47 55 36 2.00000000
47 55 37 2.00000000
47 55 38 2.00000000
47 55 39 2.00000000
47 55 44 2.00000000
47 55 45 2.00000000
47 55 46 2.00000000
47 55 47 2.00000000
47 55 55 0.10000000
47 56 45 1.00000000
47 56 46 1.00000000
47 56 47 1.00000000
47 56 48 2.00000000
47 56 53 2.00000000
47 56 54 2.00000000
47 56 55 2.00000000
47 56 56 2.10000000
47 56 61 1.00000000
47 56 62 1.00000000
47 56 63 1.00000000
47 57 46 1.00000000
47 57 47 1.00000000
47 57 48 2.00000000
47 57 49 2.00000000
47 57 54 2.00000000
47 57 55 2.00000000
47 57 56 2.00000000
47 57 57 2.10000000
47 57 62 1.00000000
47 57 63 1.00000000
47 58 47 1.00000000
47 58 48 2.00000000
47 58 49 2.00000000
47 58 50 2.00000000
47 58 55 2.00000000
47 58 56 2.00000000
47 58 57 2.00000000
47 58 58 2.10000000
47 58 63 1.00000000
47 59 48 2.00000000
47 59 49 2.00000000
47 59 50 2.00000000
47 59 51 2.00000000
47 59 56 2.00000000
47 59 57 2.00000000
47 59 58 2.00000000
47 59 59 2.10000000
47 60 49 2.00000000
47 60 50 2.00000000
47 60 51 2.00000000
47 60 52 2.00000000
47 60 57 2.00000000
47 60 58 2.00000000
47 60 59 2.00000000
47 60 60 2.10000000
47 61 50 2.00000000
47 61 51 2.00000000
47 61 52 2.00000000
47 61 53 2.00000000
47 61 58 2.00000000
47 61 59 2.00000000
47 61 60 2.00000000
47 61 61 2.10000000
47 62 51 2.00000000
47 62 52 2.00000000
47 62 53 2.00000000
47 62 54 2.00000000
47 62 59 2.00000000
47 62 60 2.00000000
47 62 61 2.00000000
47 62 62 2.10000000
47 63 52 2.00000000
47 63 53 2.00000000
47 63 54 2.00000000
47 63 55 2.00000000
47 63 60 2.00000000
47 63 61 2.00000000
47 63 62 2.00000000
47 63 63 2.10000000
48 0 0 2.10000000
48 0 5 2.00000000
48 0 6 2.00000000
48 0 7 2.00000000
48 0 8 2.00000000
48 0 13 1.00000000
48 0 14 1.00000000
48 0 15 1.00000000
48 1 0 2.00000000
48 1 1 2.10000000
48 1 6 2.00000000
48 1 7 2.00000000
48 1 8 2.00000000
48 1 9 2.00000000
48 1 14 1.00000000
48 1 15 1.00000000
48 2 0 2.00000000
48 2 1 2.00000000
48 2 2 2.10000000
48 2 7 2.00000000
48 2 8 2.00000000
48 2 9 2.00000000
48 2 10 2.00000000
48 2 15 1.00000000
48 3 0 2.00000000
